title,Description,url,img,alt_text
"राजू श्रीवास्तव को आया था कार्डियक अरेस्ट, इन संकेतों को ना करें अनदेखा",,https://www.aajtak.in/lifestyle/news/story/raju-srivastav-dies-at-the-age-of-58-cardiac-arrest-symptoms-warning-sign-cause-diagnosis-tlifm-1541549-2022-09-21,https://akm-img-a-in.tosshub.com/aajtak/resource/img/default.png?size=465:263,(Image credit: Getty images and facebook)
