title,url,img,lines
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/geeta-bhawan-square-indore,https://www.uengage.in/images/addo/logos/lapinoz.png,"La Pino'z Pizza- Geeta Bhawan Square,Indore"
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/bhawarkuva-indore,https://www.uengage.in/images/addo/logos/logo-5-1600769708.png,"La Pino'z Pizza- Bhawarkuva,Indore"
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/ab-road-indore,https://www.uengage.in/images/addo/logos/logo-5-1600769708.png,"La Pino'z Pizza- Opp. C21 Mall Vijay Nagar,Indore"
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/scheme-78-indore,https://www.uengage.in/images/addo/logos/logo-5-1600769708.png,"La Pino'z Pizza- Scheme Number 78,Indore"
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/aerodrum-road-indore,https://www.uengage.in/images/addo/logos/logo-5-1600769708.png,"La Pino'z Pizza- Kalani Nagar, Aerodrum Road,Indore"
La Pino'z Pizza,https://lapinozpizza.in/store-locator/Indore/nipania-indore,https://www.uengage.in/images/addo/logos/logo-5-1600769708.png,"La Pino'z Pizza- Nipania,Indore"
